Transaction ID,Customer ID,Purchase Date,Product Name,Product Category,Quantity,Purchase Amount,Age,Gender,City,State,Latitude,Longitude,Website Visits,Email Opens,Customer Satisfaction Score
TXN-13804,CUST-0420,2026-01-23,Multivitamins,Beauty & Health,2,46.11,47,Female,Austin,TX,30.2672,-97.7431,32,2,3
TXN-13899,CUST-0415,2026-01-23,Machine Learning Basics,Books,1,39.25,34,Female,Austin,TX,30.2672,-97.7431,12,15,3
TXN-10156,CUST-0329,2026-01-24,Designer Jacket,Apparel,1,158.36,35,Female,Boston,MA,42.3601,-71.0589,10,12,3
TXN-10157,CUST-0329,2026-01-24,Sunglasses,Apparel,1,134.58,35,Female,Boston,MA,42.3601,-71.0589,10,12,3
TXN-10164,CUST-0376,2026-01-24,Air Fryer,Home & Kitchen,3,326.18,26,Non-binary,Seattle,WA,47.6062,-122.3321,50,52,5
TXN-10447,CUST-0118,2026-01-24,Robot Vacuum,Home & Kitchen,1,304.78,30,Female,Chicago,IL,41.8781,-87.6298,25,46,3
TXN-10670,CUST-0289,2026-01-24,Self-Improvement Guide,Books,1,17.9,59,Male,Boston,MA,42.3601,-71.0589,3,3,2
TXN-12092,CUST-0301,2026-01-24,Machine Learning Basics,Books,1,40.97,34,Male,New York,NY,40.7128,-74.006,19,8,3
TXN-12406,CUST-0190,2026-01-24,Skincare Serum,Beauty & Health,3,184.14,54,Male,Los Angeles,CA,34.0522,-118.2437,29,52,4
TXN-12407,CUST-0190,2026-01-24,Dior Perfume,Beauty & Health,1,112.24,54,Male,Los Angeles,CA,34.0522,-118.2437,29,52,4
TXN-12473,CUST-0123,2026-01-24,Sports T-Shirt,Apparel,2,60.76,18,Male,San Francisco,CA,37.7749,-122.4194,33,9,2
TXN-12591,CUST-0311,2026-01-24,Leadership Biography,Books,1,28.74,52,Male,Orlando,FL,28.5383,-81.3792,12,2,1
TXN-12833,CUST-0045,2026-01-24,Headphones,Electronics,1,151.62,49,Male,Miami,FL,25.7617,-80.1918,40,53,4
TXN-13001,CUST-0104,2026-01-24,Espresso Machine,Home & Kitchen,2,897.4,33,Male,San Francisco,CA,37.7749,-122.4194,57,16,4
TXN-13495,CUST-0311,2026-01-24,Headphones,Electronics,1,136.96,52,Male,Orlando,FL,28.5383,-81.3792,12,2,1
TXN-13794,CUST-0059,2026-01-24,Sports T-Shirt,Apparel,3,114.93,49,Male,Boston,MA,42.3601,-71.0589,62,76,4
TXN-13827,CUST-0068,2026-01-24,SaaS Marketing Playbook,Books,1,24.8,42,Male,Chicago,IL,41.8781,-87.6298,8,3,1
TXN-13883,CUST-0198,2026-01-24,Sneakers,Apparel,1,95.7,27,Non-binary,Los Angeles,CA,34.0522,-118.2437,7,2,2
TXN-13916,CUST-0085,2026-01-24,Self-Improvement Guide,Books,1,15.3,61,Male,San Francisco,CA,37.7749,-122.4194,9,0,2
TXN-10250,CUST-0329,2026-01-25,Blender,Home & Kitchen,1,86.33,35,Female,Boston,MA,42.3601,-71.0589,10,12,3
TXN-10561,CUST-0426,2026-01-25,Monitor,Electronics,1,313.59,37,Female,Boston,MA,42.3601,-71.0589,21,18,3
TXN-10590,CUST-0128,2026-01-25,Smartwatch,Electronics,1,229.53,51,Female,Los Angeles,CA,34.0522,-118.2437,7,13,2
TXN-10666,CUST-0225,2026-01-25,Sunglasses,Apparel,2,275.12,29,Female,Orlando,FL,28.5383,-81.3792,4,4,1
TXN-10925,CUST-0225,2026-01-25,Fantasy Novel,Books,1,19.59,29,Female,Orlando,FL,28.5383,-81.3792,4,4,1
TXN-11005,CUST-0369,2026-01-25,Keyboard & Mouse,Electronics,1,76.42,42,Female,San Francisco,CA,37.7749,-122.4194,9,2,2
TXN-11075,CUST-0142,2026-01-25,Headphones,Electronics,1,147.25,50,Female,Orlando,FL,28.5383,-81.3792,6,1,1
TXN-11191,CUST-0489,2026-01-25,Laptop,Electronics,1,1101.54,41,Non-binary,Seattle,WA,47.6062,-122.3321,8,4,1
TXN-11316,CUST-0301,2026-01-25,Blender,Home & Kitchen,1,85.56,34,Male,New York,NY,40.7128,-74.006,19,8,3
TXN-11321,CUST-0036,2026-01-25,Monitor,Electronics,1,363.97,38,Female,Los Angeles,CA,34.0522,-118.2437,55,17,4
TXN-11437,CUST-0181,2026-01-25,Keyboard & Mouse,Electronics,1,78.45,50,Male,Austin,TX,30.2672,-97.7431,4,3,2
TXN-11517,CUST-0353,2026-01-25,Dior Perfume,Beauty & Health,2,231.03,46,Female,Chicago,IL,41.8781,-87.6298,80,64,5
TXN-11677,CUST-0318,2026-01-25,Sunglasses,Apparel,1,139.36,41,Male,Austin,TX,30.2672,-97.7431,37,52,5
TXN-11709,CUST-0393,2026-01-25,Hoodie,Apparel,1,58.33,55,Female,Austin,TX,30.2672,-97.7431,13,6,2
TXN-12271,CUST-0440,2026-01-25,Designer Jacket,Apparel,1,167.24,50,Female,Los Angeles,CA,34.0522,-118.2437,15,7,3
TXN-12272,CUST-0440,2026-01-25,Sunglasses,Apparel,1,147.27,50,Female,Los Angeles,CA,34.0522,-118.2437,15,7,3
TXN-12558,CUST-0474,2026-01-25,Leadership Biography,Books,1,28.79,34,Male,Miami,FL,25.7617,-80.1918,14,2,2
TXN-12995,CUST-0377,2026-01-25,Hoodie,Apparel,1,51.79,43,Male,San Francisco,CA,37.7749,-122.4194,25,11,4
TXN-13052,CUST-0147,2026-01-25,Smartwatch,Electronics,1,219.52,31,Female,Los Angeles,CA,34.0522,-118.2437,9,3,3
TXN-13173,CUST-0185,2026-01-25,Espresso Machine,Home & Kitchen,1,390.4,27,Male,Seattle,WA,47.6062,-122.3321,13,4,2
TXN-13174,CUST-0185,2026-01-25,Mug Set,Home & Kitchen,1,28.13,27,Male,Seattle,WA,47.6062,-122.3321,13,4,2
TXN-13204,CUST-0386,2026-01-25,Air Fryer,Home & Kitchen,1,119.34,27,Male,Seattle,WA,47.6062,-122.3321,78,47,5
TXN-13257,CUST-0182,2026-01-25,Hoodie,Apparel,2,109.63,31,Male,New York,NY,40.7128,-74.006,66,28,3
TXN-13553,CUST-0383,2026-01-25,Sneakers,Apparel,1,100.86,22,Male,Miami,FL,25.7617,-80.1918,14,11,3
TXN-14078,CUST-0500,2026-01-25,Smartphone,Electronics,1,767.28,33,Female,Orlando,FL,28.5383,-81.3792,31,9,3
TXN-10228,CUST-0101,2026-01-26,Keyboard & Mouse,Electronics,1,72.07,39,Female,New York,NY,40.7128,-74.006,13,2,2
TXN-10775,CUST-0306,2026-01-26,Keyboard & Mouse,Electronics,2,151.92,48,Non-binary,Boston,MA,42.3601,-71.0589,26,17,3
TXN-11104,CUST-0273,2026-01-26,Laptop,Electronics,2,2183.1,60,Male,Orlando,FL,28.5383,-81.3792,13,1,1
TXN-11105,CUST-0273,2026-01-26,Keyboard & Mouse,Electronics,1,77.98,60,Male,Orlando,FL,28.5383,-81.3792,13,1,1
TXN-11518,CUST-0216,2026-01-26,Laptop,Electronics,1,1178.18,65,Female,Chicago,IL,41.8781,-87.6298,21,6,3
TXN-11534,CUST-0123,2026-01-26,Smartphone,Electronics,1,726.03,18,Male,San Francisco,CA,37.7749,-122.4194,33,9,2
TXN-11602,CUST-0300,2026-01-26,Designer Jacket,Apparel,2,339.73,33,Female,Orlando,FL,28.5383,-81.3792,26,18,4
TXN-11847,CUST-0071,2026-01-26,Headphones,Electronics,1,132.81,46,Male,New York,NY,40.7128,-74.006,8,1,2
TXN-11871,CUST-0061,2026-01-26,Smartphone,Electronics,2,1445.06,38,Male,Boston,MA,42.3601,-71.0589,32,59,4
TXN-11931,CUST-0452,2026-01-26,Smartphone,Electronics,2,1671.71,60,Male,New York,NY,40.7128,-74.006,52,38,4
TXN-12082,CUST-0203,2026-01-26,Air Fryer,Home & Kitchen,2,204.12,34,Male,Seattle,WA,47.6062,-122.3321,2,4,2
TXN-12389,CUST-0476,2026-01-26,Leadership Biography,Books,1,29.81,33,Male,Boston,MA,42.3601,-71.0589,11,2,2
TXN-12497,CUST-0472,2026-01-26,Fantasy Novel,Books,2,39.96,46,Non-binary,Orlando,FL,28.5383,-81.3792,28,6,3
TXN-12539,CUST-0261,2026-01-26,Headphones,Electronics,2,293.94,47,Female,Orlando,FL,28.5383,-81.3792,52,71,5
TXN-12702,CUST-0125,2026-01-26,Hoodie,Apparel,1,59.23,18,Male,Chicago,IL,41.8781,-87.6298,10,0,1
TXN-12776,CUST-0309,2026-01-26,Smartphone,Electronics,1,834.43,18,Female,San Francisco,CA,37.7749,-122.4194,59,55,4
TXN-13068,CUST-0048,2026-01-26,Jeans,Apparel,1,69.7,45,Male,Austin,TX,30.2672,-97.7431,10,2,2
TXN-13100,CUST-0208,2026-01-26,Headphones,Electronics,1,143.91,57,Male,Seattle,WA,47.6062,-122.3321,6,17,3
TXN-13709,CUST-0473,2026-01-26,Smartwatch,Electronics,2,452.38,18,Male,San Francisco,CA,37.7749,-122.4194,56,49,5
TXN-13787,CUST-0090,2026-01-26,Self-Improvement Guide,Books,1,16.5,35,Female,Boston,MA,42.3601,-71.0589,49,31,4
TXN-14049,CUST-0404,2026-01-26,Air Fryer,Home & Kitchen,1,107.46,33,Male,Chicago,IL,41.8781,-87.6298,8,4,3
TXN-10231,CUST-0338,2026-01-27,Jeans,Apparel,4,297.0,40,Male,Austin,TX,30.2672,-97.7431,66,33,5
TXN-10268,CUST-0005,2026-01-27,Smartphone,Electronics,1,737.16,30,Female,Seattle,WA,47.6062,-122.3321,19,8,3
TXN-10717,CUST-0250,2026-01-27,Headphones,Electronics,2,303.73,26,Female,Houston,TX,29.7604,-95.3698,78,46,3
TXN-10880,CUST-0210,2026-01-27,Smartphone,Electronics,1,739.72,48,Female,Seattle,WA,47.6062,-122.3321,23,16,3
TXN-10912,CUST-0447,2026-01-27,Blender,Home & Kitchen,1,88.12,45,Male,San Francisco,CA,37.7749,-122.4194,13,2,1
TXN-11183,CUST-0222,2026-01-27,Sunglasses,Apparel,1,138.21,50,Male,Chicago,IL,41.8781,-87.6298,30,55,4
TXN-11246,CUST-0025,2026-01-27,Skincare Serum,Beauty & Health,1,67.95,28,Female,Orlando,FL,28.5383,-81.3792,54,56,4
TXN-11247,CUST-0025,2026-01-27,Dior Perfume,Beauty & Health,1,100.32,28,Female,Orlando,FL,28.5383,-81.3792,54,56,4
TXN-11256,CUST-0093,2026-01-27,Hoodie,Apparel,1,57.25,30,Female,Houston,TX,29.7604,-95.3698,14,2,1
TXN-11404,CUST-0181,2026-01-27,Machine Learning Basics,Books,1,39.13,50,Male,Austin,TX,30.2672,-97.7431,4,3,2
TXN-11567,CUST-0250,2026-01-27,Self-Improvement Guide,Books,1,17.21,26,Female,Houston,TX,29.7604,-95.3698,78,46,3
TXN-11613,CUST-0220,2026-01-27,Espresso Machine,Home & Kitchen,1,396.44,41,Male,New York,NY,40.7128,-74.006,33,8,3
TXN-11614,CUST-0220,2026-01-27,Mug Set,Home & Kitchen,1,31.98,41,Male,New York,NY,40.7128,-74.006,33,8,3
TXN-11814,CUST-0449,2026-01-27,Hair Dryer,Beauty & Health,1,84.89,57,Male,Houston,TX,29.7604,-95.3698,20,14,3
TXN-12186,CUST-0244,2026-01-27,Air Fryer,Home & Kitchen,1,119.2,50,Female,Houston,TX,29.7604,-95.3698,27,5,4
TXN-12518,CUST-0341,2026-01-27,Self-Improvement Guide,Books,1,17.03,18,Non-binary,Los Angeles,CA,34.0522,-118.2437,12,1,2
TXN-12682,CUST-0373,2026-01-27,Machine Learning Basics,Books,1,44.26,33,Female,Houston,TX,29.7604,-95.3698,45,57,4
TXN-12927,CUST-0143,2026-01-27,Espresso Machine,Home & Kitchen,1,385.53,35,Male,Seattle,WA,47.6062,-122.3321,33,19,3
TXN-13011,CUST-0220,2026-01-27,Keyboard & Mouse,Electronics,1,75.67,41,Male,New York,NY,40.7128,-74.006,33,8,3
TXN-13055,CUST-0237,2026-01-27,Self-Improvement Guide,Books,1,17.43,51,Male,New York,NY,40.7128,-74.006,29,3,3
TXN-13464,CUST-0495,2026-01-27,Headphones,Electronics,1,148.99,56,Male,Houston,TX,29.7604,-95.3698,28,4,2
TXN-14005,CUST-0002,2026-01-27,Designer Jacket,Apparel,3,602.62,41,Male,New York,NY,40.7128,-74.006,46,53,5
TXN-14124,CUST-0101,2026-01-27,Keyboard & Mouse,Electronics,1,68.77,39,Female,New York,NY,40.7128,-74.006,13,2,2
TXN-10089,CUST-0151,2026-01-28,Leadership Biography,Books,2,53.93,52,Female,Los Angeles,CA,34.0522,-118.2437,10,2,1
TXN-10513,CUST-0377,2026-01-28,Headphones,Electronics,1,146.72,43,Male,San Francisco,CA,37.7749,-122.4194,25,11,4
TXN-10608,CUST-0327,2026-01-28,Headphones,Electronics,1,138.11,34,Female,Seattle,WA,47.6062,-122.3321,5,1,2
TXN-10744,CUST-0168,2026-01-28,Self-Improvement Guide,Books,2,30.8,35,Female,Austin,TX,30.2672,-97.7431,31,4,4
TXN-10852,CUST-0325,2026-01-28,Sports T-Shirt,Apparel,3,113.64,36,Male,Chicago,IL,41.8781,-87.6298,59,70,5
TXN-10879,CUST-0500,2026-01-28,Air Fryer,Home & Kitchen,1,105.09,33,Female,Orlando,FL,28.5383,-81.3792,31,9,3
TXN-11515,CUST-0015,2026-01-28,SaaS Marketing Playbook,Books,1,24.12,28,Female,Orlando,FL,28.5383,-81.3792,13,0,1
TXN-11564,CUST-0167,2026-01-28,Sneakers,Apparel,1,99.22,23,Female,New York,NY,40.7128,-74.006,13,2,1
TXN-11658,CUST-0015,2026-01-28,Headphones,Electronics,1,127.61,28,Female,Orlando,FL,28.5383,-81.3792,13,0,1
TXN-11895,CUST-0422,2026-01-28,Designer Jacket,Apparel,1,167.93,19,Male,Los Angeles,CA,34.0522,-118.2437,43,36,4
TXN-12019,CUST-0435,2026-01-28,Headphones,Electronics,1,152.61,45,Female,Austin,TX,30.2672,-97.7431,71,46,5
TXN-12158,CUST-0138,2026-01-28,Smartwatch,Electronics,1,227.29,30,Female,Chicago,IL,41.8781,-87.6298,49,57,4
TXN-12962,CUST-0257,2026-01-28,Laptop,Electronics,1,1035.66,41,Female,San Francisco,CA,37.7749,-122.4194,14,4,3
TXN-13292,CUST-0287,2026-01-28,Monitor,Electronics,1,327.97,30,Male,New York,NY,40.7128,-74.006,44,40,4
TXN-13561,CUST-0414,2026-01-28,Multivitamins,Beauty & Health,1,22.0,32,Female,Orlando,FL,28.5383,-81.3792,21,4,3
TXN-13781,CUST-0368,2026-01-28,Leadership Biography,Books,1,29.81,30,Male,Seattle,WA,47.6062,-122.3321,5,3,2
TXN-10997,CUST-0433,2026-01-29,Blender,Home & Kitchen,1,90.58,37,Male,Miami,FL,25.7617,-80.1918,45,39,4
TXN-11057,CUST-0494,2026-01-29,Laptop,Electronics,1,1060.76,51,Male,Los Angeles,CA,34.0522,-118.2437,8,1,3
TXN-11061,CUST-0448,2026-01-29,Sneakers,Apparel,1,98.64,34,Female,Boston,MA,42.3601,-71.0589,12,2,2
TXN-11148,CUST-0384,2026-01-29,Sunglasses,Apparel,3,476.48,30,Female,Houston,TX,29.7604,-95.3698,112,76,4
TXN-11757,CUST-0306,2026-01-29,Smartwatch,Electronics,1,238.64,48,Non-binary,Boston,MA,42.3601,-71.0589,26,17,3
TXN-11921,CUST-0295,2026-01-29,Keyboard & Mouse,Electronics,2,144.57,42,Male,Orlando,FL,28.5383,-81.3792,12,1,2
TXN-12280,CUST-0093,2026-01-29,Espresso Machine,Home & Kitchen,1,404.92,30,Female,Houston,TX,29.7604,-95.3698,14,2,1
TXN-12281,CUST-0093,2026-01-29,Mug Set,Home & Kitchen,1,30.13,30,Female,Houston,TX,29.7604,-95.3698,14,2,1
TXN-12614,CUST-0101,2026-01-29,Sunglasses,Apparel,2,276.89,39,Female,New York,NY,40.7128,-74.006,13,2,2
TXN-13282,CUST-0133,2026-01-29,Monitor,Electronics,1,313.59,27,Female,Miami,FL,25.7617,-80.1918,5,1,3
TXN-13494,CUST-0012,2026-01-29,Smartphone,Electronics,1,807.52,51,Female,New York,NY,40.7128,-74.006,61,28,5
TXN-13629,CUST-0378,2026-01-29,Monitor,Electronics,3,1060.15,38,Male,Houston,TX,29.7604,-95.3698,56,46,4
TXN-14093,CUST-0449,2026-01-29,Monitor,Electronics,1,346.4,57,Male,Houston,TX,29.7604,-95.3698,20,14,3
TXN-14103,CUST-0432,2026-01-29,SaaS Marketing Playbook,Books,1,22.69,53,Male,Seattle,WA,47.6062,-122.3321,1,1,1
TXN-14107,CUST-0446,2026-01-29,Espresso Machine,Home & Kitchen,2,924.97,42,Female,Orlando,FL,28.5383,-81.3792,60,56,4
TXN-10022,CUST-0494,2026-01-30,Sneakers,Apparel,1,98.67,51,Male,Los Angeles,CA,34.0522,-118.2437,8,1,3
TXN-10041,CUST-0072,2026-01-30,Chef Knife Set,Home & Kitchen,1,156.27,55,Female,San Francisco,CA,37.7749,-122.4194,62,61,5
TXN-10759,CUST-0031,2026-01-30,Machine Learning Basics,Books,1,43.93,26,Female,Orlando,FL,28.5383,-81.3792,31,15,3
TXN-10807,CUST-0211,2026-01-30,Designer Jacket,Apparel,2,333.68,42,Female,Los Angeles,CA,34.0522,-118.2437,70,41,5
TXN-10808,CUST-0211,2026-01-30,Sunglasses,Apparel,1,126.7,42,Female,Los Angeles,CA,34.0522,-118.2437,70,41,5
TXN-10815,CUST-0311,2026-01-30,Electric Toothbrush,Beauty & Health,1,74.6,52,Male,Orlando,FL,28.5383,-81.3792,12,2,1
TXN-11502,CUST-0096,2026-01-30,Smartphone,Electronics,1,739.53,36,Female,Los Angeles,CA,34.0522,-118.2437,12,14,4
TXN-11546,CUST-0247,2026-01-30,Chef Knife Set,Home & Kitchen,3,425.42,63,Female,Los Angeles,CA,34.0522,-118.2437,46,22,4
TXN-11856,CUST-0368,2026-01-30,Electric Toothbrush,Beauty & Health,2,169.66,30,Male,Seattle,WA,47.6062,-122.3321,5,3,2
TXN-11866,CUST-0112,2026-01-30,Smartwatch,Electronics,1,246.2,39,Female,Houston,TX,29.7604,-95.3698,8,1,2
TXN-11900,CUST-0064,2026-01-30,Machine Learning Basics,Books,1,42.82,47,Male,Austin,TX,30.2672,-97.7431,33,10,3
TXN-12309,CUST-0059,2026-01-30,Chef Knife Set,Home & Kitchen,2,305.8,49,Male,Boston,MA,42.3601,-71.0589,62,76,4
TXN-12713,CUST-0289,2026-01-30,SaaS Marketing Playbook,Books,2,44.45,59,Male,Boston,MA,42.3601,-71.0589,3,3,2
TXN-12849,CUST-0047,2026-01-30,Machine Learning Basics,Books,4,173.52,46,Male,Austin,TX,30.2672,-97.7431,67,87,5
TXN-13233,CUST-0225,2026-01-30,Smartwatch,Electronics,1,228.81,29,Female,Orlando,FL,28.5383,-81.3792,4,4,1
TXN-13240,CUST-0426,2026-01-30,Sunglasses,Apparel,2,251.99,37,Female,Boston,MA,42.3601,-71.0589,21,18,3
TXN-13391,CUST-0444,2026-01-30,Multivitamins,Beauty & Health,2,43.11,36,Female,New York,NY,40.7128,-74.006,24,4,4
TXN-13434,CUST-0188,2026-01-30,Self-Improvement Guide,Books,2,37.38,42,Female,Los Angeles,CA,34.0522,-118.2437,60,20,4
TXN-13456,CUST-0369,2026-01-30,Fantasy Novel,Books,1,19.04,42,Female,San Francisco,CA,37.7749,-122.4194,9,2,2
TXN-14052,CUST-0052,2026-01-30,Blender,Home & Kitchen,2,169.58,32,Male,New York,NY,40.7128,-74.006,28,59,5
TXN-10179,CUST-0230,2026-01-31,Headphones,Electronics,2,294.7,23,Female,Orlando,FL,28.5383,-81.3792,42,20,5
TXN-10235,CUST-0071,2026-01-31,Air Fryer,Home & Kitchen,1,110.72,46,Male,New York,NY,40.7128,-74.006,8,1,2
TXN-10394,CUST-0072,2026-01-31,Keyboard & Mouse,Electronics,3,250.23,55,Female,San Francisco,CA,37.7749,-122.4194,62,61,5
TXN-10626,CUST-0207,2026-01-31,Smartwatch,Electronics,2,493.58,38,Female,Boston,MA,42.3601,-71.0589,12,17,4
TXN-10630,CUST-0048,2026-01-31,Hair Dryer,Beauty & Health,1,91.56,45,Male,Austin,TX,30.2672,-97.7431,10,2,2
TXN-10832,CUST-0316,2026-01-31,Smartwatch,Electronics,1,231.22,31,Female,Seattle,WA,47.6062,-122.3321,47,52,3
TXN-12007,CUST-0289,2026-01-31,Self-Improvement Guide,Books,1,16.0,59,Male,Boston,MA,42.3601,-71.0589,3,3,2
TXN-12823,CUST-0196,2026-01-31,Smartwatch,Electronics,1,275.98,59,Female,Houston,TX,29.7604,-95.3698,73,30,4
TXN-13510,CUST-0181,2026-01-31,Headphones,Electronics,1,146.19,50,Male,Austin,TX,30.2672,-97.7431,4,3,2
TXN-13512,CUST-0364,2026-01-31,Hoodie,Apparel,2,125.53,38,Male,Seattle,WA,47.6062,-122.3321,52,25,5
TXN-10500,CUST-0034,2026-02-01,Chef Knife Set,Home & Kitchen,1,131.71,27,Female,Houston,TX,29.7604,-95.3698,12,0,3
TXN-10518,CUST-0079,2026-02-01,Keyboard & Mouse,Electronics,2,167.52,50,Male,Los Angeles,CA,34.0522,-118.2437,95,63,5
TXN-10963,CUST-0454,2026-02-01,Designer Jacket,Apparel,3,552.46,18,Female,Miami,FL,25.7617,-80.1918,53,27,4
TXN-11123,CUST-0313,2026-02-01,Fantasy Novel,Books,1,19.03,31,Female,Austin,TX,30.2672,-97.7431,14,0,1
TXN-11902,CUST-0125,2026-02-01,Chef Knife Set,Home & Kitchen,1,147.5,18,Male,Chicago,IL,41.8781,-87.6298,10,0,1
TXN-11981,CUST-0254,2026-02-01,Blender,Home & Kitchen,1,88.55,49,Male,Los Angeles,CA,34.0522,-118.2437,39,31,5
TXN-12127,CUST-0219,2026-02-01,Smartwatch,Electronics,1,217.87,19,Male,Orlando,FL,28.5383,-81.3792,33,3,3
TXN-12375,CUST-0013,2026-02-01,Headphones,Electronics,1,140.22,36,Male,Orlando,FL,28.5383,-81.3792,11,18,3
TXN-12553,CUST-0487,2026-02-01,Keyboard & Mouse,Electronics,1,79.37,57,Male,Chicago,IL,41.8781,-87.6298,30,18,3
TXN-13035,CUST-0418,2026-02-01,Hoodie,Apparel,3,172.77,18,Female,Boston,MA,42.3601,-71.0589,112,73,4
TXN-13153,CUST-0167,2026-02-01,Smartwatch,Electronics,1,213.59,23,Female,New York,NY,40.7128,-74.006,13,2,1
TXN-13197,CUST-0440,2026-02-01,Chef Knife Set,Home & Kitchen,1,141.2,50,Female,Los Angeles,CA,34.0522,-118.2437,15,7,3
TXN-13654,CUST-0216,2026-02-01,Mug Set,Home & Kitchen,2,57.93,65,Female,Chicago,IL,41.8781,-87.6298,21,6,3
TXN-13737,CUST-0360,2026-02-01,Espresso Machine,Home & Kitchen,1,415.58,21,Female,Boston,MA,42.3601,-71.0589,78,34,4
TXN-13995,CUST-0076,2026-02-01,Chef Knife Set,Home & Kitchen,1,149.62,30,Male,Los Angeles,CA,34.0522,-118.2437,12,8,3
TXN-10050,CUST-0071,2026-02-02,Jeans,Apparel,1,59.95,46,Male,New York,NY,40.7128,-74.006,8,1,2
TXN-10248,CUST-0354,2026-02-02,SaaS Marketing Playbook,Books,3,75.69,52,Male,Los Angeles,CA,34.0522,-118.2437,28,44,3
TXN-10777,CUST-0407,2026-02-02,Espresso Machine,Home & Kitchen,1,405.32,45,Male,Austin,TX,30.2672,-97.7431,22,6,3
TXN-10778,CUST-0407,2026-02-02,Mug Set,Home & Kitchen,1,28.57,45,Male,Austin,TX,30.2672,-97.7431,22,6,3
TXN-10897,CUST-0213,2026-02-02,Keyboard & Mouse,Electronics,1,84.56,26,Female,Orlando,FL,28.5383,-81.3792,115,85,5
TXN-11090,CUST-0486,2026-02-02,Keyboard & Mouse,Electronics,1,75.94,48,Female,Los Angeles,CA,34.0522,-118.2437,62,16,5
TXN-11477,CUST-0487,2026-02-02,Smartwatch,Electronics,1,215.41,57,Male,Chicago,IL,41.8781,-87.6298,30,18,3
TXN-11603,CUST-0336,2026-02-02,Mug Set,Home & Kitchen,1,29.2,37,Male,Boston,MA,42.3601,-71.0589,30,29,4
TXN-11733,CUST-0021,2026-02-02,Robot Vacuum,Home & Kitchen,1,288.83,18,Female,Los Angeles,CA,34.0522,-118.2437,27,5,2
TXN-11956,CUST-0289,2026-02-02,Chef Knife Set,Home & Kitchen,1,134.26,59,Male,Boston,MA,42.3601,-71.0589,3,3,2
TXN-12137,CUST-0086,2026-02-02,Monitor,Electronics,1,325.43,38,Male,San Francisco,CA,37.7749,-122.4194,1,0,2
TXN-12549,CUST-0084,2026-02-02,Robot Vacuum,Home & Kitchen,1,303.49,35,Male,Miami,FL,25.7617,-80.1918,25,19,4
TXN-12670,CUST-0030,2026-02-02,Self-Improvement Guide,Books,3,56.24,36,Male,Seattle,WA,47.6062,-122.3321,28,47,4
TXN-12765,CUST-0307,2026-02-02,Skincare Serum,Beauty & Health,1,64.21,48,Non-binary,Boston,MA,42.3601,-71.0589,14,0,1
TXN-13539,CUST-0457,2026-02-02,Mug Set,Home & Kitchen,2,54.42,46,Female,Houston,TX,29.7604,-95.3698,78,42,4
TXN-14110,CUST-0429,2026-02-02,Hoodie,Apparel,2,109.5,47,Female,Houston,TX,29.7604,-95.3698,20,7,3
TXN-10103,CUST-0479,2026-02-03,Smartphone,Electronics,1,791.91,40,Female,Houston,TX,29.7604,-95.3698,13,4,2
TXN-10595,CUST-0257,2026-02-03,Jeans,Apparel,1,64.08,41,Female,San Francisco,CA,37.7749,-122.4194,14,4,3
TXN-10620,CUST-0048,2026-02-03,Mug Set,Home & Kitchen,1,25.97,45,Male,Austin,TX,30.2672,-97.7431,10,2,2
TXN-11301,CUST-0034,2026-02-03,Sports T-Shirt,Apparel,1,34.01,27,Female,Houston,TX,29.7604,-95.3698,12,0,3
TXN-11405,CUST-0447,2026-02-03,Air Fryer,Home & Kitchen,1,114.75,45,Male,San Francisco,CA,37.7749,-122.4194,13,2,1
TXN-11455,CUST-0480,2026-02-03,Sneakers,Apparel,1,109.3,50,Male,Seattle,WA,47.6062,-122.3321,23,12,4
TXN-11508,CUST-0328,2026-02-03,Smartwatch,Electronics,1,246.69,34,Female,Chicago,IL,41.8781,-87.6298,65,26,4
TXN-12230,CUST-0109,2026-02-03,Smartwatch,Electronics,1,248.7,38,Female,Los Angeles,CA,34.0522,-118.2437,50,57,4
TXN-12381,CUST-0085,2026-02-03,Self-Improvement Guide,Books,1,15.68,61,Male,San Francisco,CA,37.7749,-122.4194,9,0,2
TXN-12421,CUST-0323,2026-02-03,Designer Jacket,Apparel,1,175.42,46,Male,Boston,MA,42.3601,-71.0589,34,14,4
TXN-12422,CUST-0323,2026-02-03,Sunglasses,Apparel,1,132.19,46,Male,Boston,MA,42.3601,-71.0589,34,14,4
TXN-12817,CUST-0232,2026-02-03,Laptop,Electronics,1,1035.42,18,Male,Miami,FL,25.7617,-80.1918,7,3,3
TXN-13026,CUST-0086,2026-02-03,Keyboard & Mouse,Electronics,1,74.17,38,Male,San Francisco,CA,37.7749,-122.4194,1,0,2
TXN-13182,CUST-0111,2026-02-03,Sneakers,Apparel,1,105.79,67,Male,Chicago,IL,41.8781,-87.6298,12,2,3
TXN-13905,CUST-0057,2026-02-03,SaaS Marketing Playbook,Books,1,21.62,60,Male,Austin,TX,30.2672,-97.7431,3,3,1
TXN-13966,CUST-0181,2026-02-03,Self-Improvement Guide,Books,1,16.72,50,Male,Austin,TX,30.2672,-97.7431,4,3,2
TXN-14088,CUST-0027,2026-02-03,Hoodie,Apparel,1,56.92,36,Male,Houston,TX,29.7604,-95.3698,3,2,3
TXN-10245,CUST-0149,2026-02-04,Air Fryer,Home & Kitchen,2,231.67,25,Male,Los Angeles,CA,34.0522,-118.2437,25,29,4
